captured_date,chart_name,genre,chart_type,rank,track_name,track_id,isrc,artist_name,artist_id,album_name,album_id,release_date,image_url
2026-08-22,日語新歌日榜,japanese,newrelease,55,DAYS!,Kky4gxxz5hrtAV7Qn2,JPP302600428,Aooo,LY0-ZciWqDphEcBq4V,DAYS!,Sslz7m6j-Mm6eu4x7B,2026-07-12,"https://i.kfs.io/album/global/295394970,0v3/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,56,25-26,HYEWZ3d4zKb7fesG2R,JPU902602684,くじら,Gqml8HigyaDAkR-0bR,25-26,CnoF1hVF4d6Z36SB_q,2026-07-22,"https://i.kfs.io/album/global/295638273,0v3/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,57,高ぶるブルー,9Y1XbAQOtUrZ1qU_eH,JPU902602488,礼賛,P-2la1m_t87W3ePGJC,高ぶるブルー,0nTXvW2ntCwovD_QnO,2026-07-08,"https://i.kfs.io/album/global/295194911,0v3/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,58,ナンセンスナンセンス,Grw6ZmCCk9Zkyyzs5g,JPPO02602511,フレデリック,5aJkjNCxN9BcK05V8o,ナンセンスナンセンス,DaeUjSBOnP602RBPVF,2026-07-06,"https://i.kfs.io/album/global/295284604,0v2/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,59,LANDMARK,SsgHC3PvDXYxaxAaPT,JPB602601772,tombo coop,5alECkCRN9BcIx8eqw,LANDMARK,-sWRmtRVs6mutTG4Eb,2026-07-22,"https://i.kfs.io/album/global/295914154,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,60,JJK,KmigOyU4R1boPzPwAS,USUG12603091,"mgk, Yuki Chiba",-o7fh0Ji_BEJ3kF51c,JJK,__ZF0HjE8IHVqhiwfe,2026-07-28,"https://i.kfs.io/album/global/296349524,0v2/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,61,Voice,-qnUUjXwLDIxAzmZbe,JPKI02613215,Bimi,8o5oN-tGEEYzg7tyN7,Voice,XXFrJX96EjhjCKLYgv,2026-07-15,"https://i.kfs.io/album/global/295429140,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,62,Reunion,D-7Ik4RGldMimLKJ2F,JPPO02602061,清水美依紗,WnK9d65yTvH99Yj_XQ,Reunion,8t-6SnJsZgqWe-umOP,2026-07-07,"https://i.kfs.io/album/global/295312230,0v2/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,63,ただいまの場所,KoioQWLhP2VFsCD40Y,JPPO02602720,shallm,XaQyz8ZnejH-nYwdNr,ただいまの場所,8s5ThR-DI8uiqxTZ5q,2026-07-10,"https://i.kfs.io/album/global/295424713,0v2/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,64,Meiyou,OoSEvGoa32AqYr1PXb,20817800,DADARAY,OlYnU_sPZGERMKkYhW,Meiyou,D-lr7DtNdbwdOufmEs,2026-07-22,"https://i.kfs.io/album/global/295667508,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,65,Dead,CsjSRRm93ZiY3v_PWP,JPPO02602458,SHE'S,1aurgwPfpHmD0jPfuZ,Dead,DXA8crIPYpMkjkoLF6,2026-07-15,"https://i.kfs.io/album/global/295630346,0v2/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,66,Kangaroo,-kbGRExDMveSb9SGwe,JPPC02611572,天八,9_bczfe5GTMFLTMjjv,Kangaroo,LaqCRIQMR5Jlk3M6Tf,2026-07-15,"https://i.kfs.io/album/global/295172121,0v8/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,67,ジレンマ,GtayIEZu-2a58Y0kcA,JPVI02601812,冨岡 愛,5YtZq_MxDF8kpU1JW3,ジレンマ,8mPge9xliKnsmPImwZ,2026-07-08,"https://i.kfs.io/album/global/295219287,0v1/fit/160x160.jpg"
